Row ID;Order ID;OrderDate;OrderPriority;OrderQuantity;Sales;Sales2;Discount;ShipMode;Profit;UnitPrice;ShippingCost;CustomerName;Province;Region;CustomerSegment;ProductCategory;ProductSubCategory;ProductName;ProductContainer;ProductBaseMargin;ShipDate
4413;31492;15-10-2017;Critical;23;2149,03;2149,03;0,03;Regular Air;-315,56;95,43;19,99;Nicole Hansen;Northwest Territories;Northwest Territories;Small Business;Office Supplies;Storage & Organization;Fellowes Stor/Drawer® Steel Plus™ Storage Drawers;Small Box;0,79;16-10-2017
4414;31493;17-10-2016;High;8;112,47;112,47;0;Express Air;-13,26;12,2;6,02;Gary McGarr;Manitoba;Prarie;Home Office;Furniture;Office Furnishings;Advantus Panel Wall Certificate Holder - 8.5x11;Small Pack;0,43;18-10-2016
4415;31495;04-08-2017;Low;20;191,43;191,43;0,06;Express Air;-40,5005;8,69;2,99;Gary Hansen;Ontario;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl;Small Box;0,39;08-08-2017
4416;31495;04-08-2017;Low;34;1234,85;1234,85;0,03;Regular Air;132,2;34,76;8,22;Gary Hansen;Ontario;Ontario;Consumer;Office Supplies;Storage & Organization;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;Small Box;0,57;11-08-2017
4417;31520;28-11-2018;High;23;138,71;138,71;0,09;Regular Air;-93,16;5,89;5,57;Rob Beeghly;Saskachewan;Prarie;Consumer;Furniture;Office Furnishings;Eldon Wave Desk Accessories;Small Box;0,41;29-11-2018
4418;31522;25-05-2017;Medium;14;302,4;302,4;0,04;Regular Air;74,21;22,23;3,63;Max Jones;Ontario;Ontario;Home Office;Furniture;Office Furnishings;"Executive Impressions 14"" Contract Wall Clock";Small Pack;0,52;27-05-2017
4419;31522;25-05-2017;Medium;42;1083,37;1083,37;0,03;Delivery Truck;-286,41;25,98;14,36;Max Jones;Ontario;Ontario;Home Office;Furniture;Chairs & Chairmats;Global Stack Chair without Arms, Black;Jumbo Drum;0,6;27-05-2017
4420;31523;08-03-2019;Low;17;105,85;105,85;0,1;Regular Air;-424,86;6,48;2,74;Joni Sundaresam;Ontario;Ontario;Home Office;Technology;Computer Peripherals;Sony MFD2HD Formatted Diskettes, 10/Pack;Small Pack;0,71;10-03-2019
4421;31523;08-03-2019;Low;19;179,33;179,33;0;Regular Air;-138,76;8,74;8,29;Joni Sundaresam;Ontario;Ontario;Home Office;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Small Box;0,38;13-03-2019
4422;31524;26-06-2018;Low;10;625,88;1025,88;0,08;Delivery Truck;-271,33;100,89;42;Ed Jacobs;Yukon;Yukon;Small Business;Furniture;Chairs & Chairmats;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;Jumbo Drum;0,61;28-06-2018
4423;31552;11-11-2019;High;17;378,08;378,08;0;Regular Air;-309,52;22,24;1,99;Alan Hwang;Ontario;Ontario;Corporate;Technology;Computer Peripherals;Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel;Small Pack;0,43;14-11-2019
4424;31552;11-11-2019;High;24;731,71;731,71;0;Regular Air;-204,18;29,89;1,99;Alan Hwang;Ontario;Ontario;Corporate;Technology;Computer Peripherals;Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS;Small Pack;0,5;12-11-2019
4425;31553;10-01-2016;Critical;32;4906,85;4906,85;0,09;Regular Air;1827,94;162,93;19,99;Sean Wendt;British Columbia;West;Corporate;Office Supplies;Envelopes;Multimedia Mailers;Small Box;0,39;12-01-2016
4426;31555;04-01-2019;Critical;38;3531,75;3531,75;0;Regular Air;512,26;88,84;20,79;Jill Fjeld;Manitoba;Prarie;Home Office;Furniture;Office Furnishings;Luxo Adjustable Task Clamp Lamp;Large Box;0,59;04-01-2019
4427;31555;04-01-2019;Critical;5;500,5;500,5;0,02;Delivery Truck;-533,3114;90,97;28;Jill Fjeld;Manitoba;Prarie;Home Office;Technology;Office Machines;Lexmark Z55se Color Inkjet Printer;Jumbo Drum;0,38;07-01-2019
4428;31556;27-07-2018;Critical;35;269,35;269,35;0,07;Regular Air;-74,99;7,7;3,68;Kelly Collister;Saskachewan;Prarie;Consumer;Furniture;Office Furnishings;Deflect-O® Glasstique™ Clear Desk Accessories;Wrap Bag;0,52;28-07-2018
4429;31558;23-07-2018;Low;12;3271,3;3671,3;0,04;Regular Air;820,06;300,65;24,49;Cari Schnelling;Northwest Territories;Northwest Territories;Home Office;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;Large Box;0,52;28-07-2018
4430;31558;23-07-2018;Low;42;1363,6;1763,6;0,08;Regular Air;75,37;45,19;1,99;Cari Schnelling;Northwest Territories;Northwest Territories;Home Office;Technology;Computer Peripherals;Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus;Small Pack;0,55;23-07-2018
4431;31586;21-03-2019;Low;22;963,45;963,45;0,05;Express Air;-285,97;43,22;4;Amy Hunt;Saskachewan;Prarie;Home Office;Technology;Computer Peripherals;Fellowes Mobile Numeric Keypad, Graphite;Small Box;0,64;25-03-2019
4432;31586;21-03-2019;Low;25;4390,029;4390,029;0;Express Air;627,487;205,99;5,26;Amy Hunt;Saskachewan;Prarie;Home Office;Technology;Telephones and Communication;i470;Small Box;0,56;30-03-2019
4433;31590;05-06-2017;Critical;5;43,49;43,49;0,06;Regular Air;-401,44;8,33;1,99;Luke Foster;Yukon;Yukon;Corporate;Technology;Computer Peripherals;80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;Small Pack;0,52;06-06-2017
4434;31590;05-06-2017;Critical;27;2854,76;2854,76;0,06;Regular Air;-18,87;111,03;8,64;Luke Foster;Yukon;Yukon;Corporate;Office Supplies;Storage & Organization;Fellowes Recycled Storage Drawers;Small Box;0,78;07-06-2017
4435;31616;28-08-2017;Critical;45;182,7;182,7;0,08;Regular Air;-236,4115;4,24;5,41;Sanjit Jacobs;Quebec;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Storex DuraTech Recycled Plastic Frosted Binders;Small Box;0,35;29-08-2017
4436;31616;28-08-2017;Critical;46;141,08;141,08;0,04;Regular Air;-43,04;3,08;0,99;Sanjit Jacobs;Quebec;Quebec;Consumer;Office Supplies;Labels;Avery 481;Small Box;0,37;29-08-2017
4437;31618;11-07-2018;Critical;14;403,17;403,17;0,02;Regular Air;67,4495;28,53;1,49;Roy Skaria;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Lock-Up Easel 'Spel-Binder';Small Box;0,38;11-07-2018
4438;31619;17-09-2016;Low;11;114,87;114,87;0,1;Regular Air;-101,03;10,98;3,99;Pete Kriz;Yukon;Yukon;Corporate;Office Supplies;Appliances;Staples Surge Protector 6 outlet;Small Box;0,58;24-09-2016
4439;31619;17-09-2016;Low;9;383,23;383,23;0,01;Regular Air;86,51;39,98;9,2;Pete Kriz;British Columbia;West;Corporate;Furniture;Office Furnishings;Eldon Radial Chair Mat for Low to Medium Pile Carpets;Wrap Bag;0,65;19-09-2016
4440;31620;11-08-2018;Critical;20;708,366;1108,366;0,05;Regular Air;-201,692;65,99;2,5;Maribeth Yedwab;Saskachewan;Prarie;Home Office;Technology;Telephones and Communication;6000;Small Box;0,55;13-08-2018
4441;31648;20-08-2018;High;8;68,94;68,94;0;Regular Air;-412,63;8,32;2,38;Greg Hansen;Saskachewan;Prarie;Home Office;Technology;Computer Peripherals;Imation 3.5 IBM Formatted Diskettes, 10/Box;Small Pack;0,74;20-08-2018
4442;31648;20-08-2018;High;10;74,04;74,04;0,03;Regular Air;-117,04;6,68;7,3;Greg Hansen;Saskachewan;Prarie;Home Office;Office Supplies;Paper;Xerox 1959;Small Box;0,37;22-08-2018
4443;31650;11-08-2017;Not Specified;19;1504,97;1504,97;0,02;Regular Air;-380,31;77,51;4;Elizabeth Moffitt;Quebec;Quebec;Consumer;Technology;Computer Peripherals;Micro Innovations Media Access Pro Keyboard;Small Box;0,76;12-08-2017
4444;31681;07-11-2019;Not Specified;38;212,12;212,12;0,02;Regular Air;-173,78;5,28;5,66;Steve Chapman;Manitoba;Prarie;Corporate;Office Supplies;Paper;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);Small Box;0,4;08-11-2019
4445;31682;09-03-2017;Low;42;3186,77;3186,77;0,09;Regular Air;375,42;76,72;19,95;Carlos Meador;Nova Scotia;Atlantic;Corporate;Office Supplies;Appliances;Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room;Large Box;0,54;18-03-2017
4446;31684;16-09-2019;Critical;15;89,97;89,97;0,02;Regular Air;-56,52;5,68;1,46;Susan Vittorini;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Paper;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";Wrap Bag;0,39;19-09-2019
4447;31684;16-09-2019;Critical;28;456,91;456,91;0,04;Express Air;-408,18;15,51;17,78;Susan Vittorini;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Storage & Organization;Tenex File Box, Personal Filing Tote with Lid, Black;Small Box;0,59;18-09-2019
4448;31687;19-05-2018;High;44;123,06;123,06;0,07;Regular Air;-76,5;2,78;1,34;Arianne Irving;Saskachewan;Prarie;Corporate;Office Supplies;Pens & Art Supplies;Prang Drawing Pencil Set;Wrap Bag;0,45;19-05-2018
4449;31715;09-01-2016;Not Specified;24;64,11;64,11;0,09;Regular Air;-84,09;2,78;0,97;Mark Haberlin;Nova Scotia;Atlantic;Small Business;Office Supplies;Pens & Art Supplies;Newell 339;Wrap Bag;0,59;11-01-2016
4450;31715;09-01-2016;Not Specified;11;68,5;68,5;0,01;Regular Air;-133,8545;5,38;7,57;Mark Haberlin;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";Small Box;0,36;10-01-2016
4451;31715;09-01-2016;Not Specified;44;145,19;145,19;0,05;Regular Air;-196,87;3,28;3,97;Mark Haberlin;British Columbia;West;Small Business;Office Supplies;Pens & Art Supplies;Newell 337;Wrap Bag;0,56;09-01-2016
4452;31718;27-11-2017;Low;24;1390,6935;1390,6935;0,03;Regular Air;-211,538;65,99;7,69;Nona Balk;New Brunswick;Atlantic;Corporate;Technology;Telephones and Communication;5190;Small Box;0,59;01-12-2017
4453;31718;27-11-2017;Low;20;1017,2885;1017,2885;0,1;Regular Air;-495,302;65,99;8,99;Nona Balk;New Brunswick;Atlantic;Corporate;Technology;Telephones and Communication;StarTAC Analog;Small Box;0,6;04-12-2017
4454;31744;09-09-2019;Medium;12;86,69;86,69;0;Regular Air;-123,48;6,48;7,37;Rachel Payne;Manitoba;Prarie;Consumer;Office Supplies;Paper;Xerox 210;Small Box;0,37;10-09-2019
4455;31751;26-05-2018;High;31;413,12;413,12;0,1;Express Air;-90,2235;14,27;7,27;Todd Boyes;Ontario;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;GBC Laser Imprintable Binding System Covers, Desert Sand;Small Box;0,38;28-05-2018
4456;31777;19-10-2018;Not Specified;32;6083,42;6483,42;0,07;Delivery Truck;1530,95;200,98;23,76;Logan Currie;Manitoba;Prarie;Small Business;Furniture;Chairs & Chairmats;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Jumbo Drum;0,58;21-10-2018
4457;31777;19-10-2018;Not Specified;10;137,77;137,77;0,01;Regular Air;-78,15;12,28;6,47;Logan Currie;Manitoba;Prarie;Small Business;Office Supplies;Paper;Xerox 1881;Small Box;0,38;19-10-2018
4458;31780;29-01-2017;Medium;17;734,25;734,25;0,08;Express Air;80,58;42,98;4,62;Max Ludwig;Saskachewan;Prarie;Corporate;Office Supplies;Appliances;Belkin F9M820V08 8 Outlet Surge;Small Box;0,56;31-01-2017
4459;31781;16-01-2016;Medium;46;249,02;249,02;0,1;Regular Air;-362,6125;5,81;8,49;Sylvia Foulston;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Fellowes Black Plastic Comb Bindings;Small Box;0,39;17-01-2016
4460;31781;16-01-2016;Medium;41;78,49;78,49;0,03;Regular Air;-74,47;1,81;0,75;Sylvia Foulston;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Rubber Bands;Assorted Color Push Pins;Wrap Bag;0,52;17-01-2016
4461;31809;28-07-2017;High;1;15;15;0,1;Regular Air;-93,74;9,78;5,76;Lauren Leatherbury;Alberta;West;Corporate;Office Supplies;Envelopes;"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";Small Box;0,35;30-07-2017
4462;31810;21-05-2016;Critical;46;355,55;355,55;0,03;Regular Air;-226,74;7,28;7,98;Lisa Ryan;Alberta;West;Home Office;Furniture;Office Furnishings;Master Caster Door Stop, Large Neon Orange;Wrap Bag;0,42;21-05-2016
4463;31812;31-07-2018;High;14;593,62;593,62;0,02;Regular Air;-54,81;40,99;19,99;Laura Armstrong;Ontario;Ontario;Small Business;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;Small Box;0,36;02-08-2018
4464;31812;31-07-2018;High;31;38,52;38,52;0,06;Regular Air;-97,34;1,26;0,7;Laura Armstrong;Ontario;Ontario;Small Business;Office Supplies;Rubber Bands;Bagged Rubber Bands;Wrap Bag;0,81;02-08-2018
4465;31842;16-07-2017;Medium;9;157,26;157,26;0,06;Regular Air;-398,84;17,48;1,99;Joy Daniels;Manitoba;Prarie;Corporate;Technology;Computer Peripherals;Maxell Pro 80 Minute CD-R, 10/Pack;Small Pack;0,45;17-07-2017
4466;31844;02-07-2018;Not Specified;14;1685,93;2085,93;0,09;Delivery Truck;-577,73;150,98;66,27;Harold Pawlan;Alberta;West;Small Business;Furniture;Bookcases;Bush Mission Pointe Library;Jumbo Box;0,65;02-07-2018
4467;31845;22-10-2019;Low;36;3645,12;3645,12;0,04;Delivery Truck;727,29;100,98;15,66;Damala Kotsonis;Nova Scotia;Atlantic;Corporate;Office Supplies;Appliances;Avanti 1.7 Cu. Ft. Refrigerator;Jumbo Drum;0,57;22-10-2019
4468;31845;22-10-2019;Low;11;114,55;114,55;0,05;Regular Air;-51,39;10,06;2,06;Damala Kotsonis;Newfoundland;Atlantic;Corporate;Office Supplies;Paper;Riverleaf Stik-Withit® Designer Note Cubes®;Wrap Bag;0,39;29-10-2019
4469;31846;13-08-2018;Critical;7;261,17;261,17;0,03;Delivery Truck;-138,84;33,94;19,19;Jennifer Ferguson;Quebec;Quebec;Home Office;Furniture;Chairs & Chairmats;Metal Folding Chairs, Beige, 4/Carton;Jumbo Drum;0,58;15-08-2018
4470;31847;18-12-2016;Low;46;1692,28;1692,28;0,1;Regular Air;-319;39,98;4;Amy Hunt;Saskachewan;Prarie;Small Business;Technology;Computer Peripherals;Microsoft Natural Keyboard Elite;Small Box;0,7;22-12-2016
4471;31872;06-09-2017;Low;34;2833,19;2833,19;0,06;Express Air;1329,87;83,98;5,01;Vicky Freymann;British Columbia;West;Home Office;Office Supplies;Envelopes;Ames Color-File® Green Diamond Border X-ray Mailers;Small Box;0,38;10-09-2017
4472;31872;06-09-2017;Low;30;4452,65;4452,65;0,09;Delivery Truck;-325,122;159,31;60;Vicky Freymann;British Columbia;West;Home Office;Furniture;Tables;Hon Non-Folding Utility Tables;Jumbo Drum;0,55;10-09-2017
4473;31873;08-11-2016;Low;2;141,59;141,59;0,05;Regular Air;-171,09;70,97;3,5;Shahid Collister;Ontario;Ontario;Home Office;Office Supplies;Appliances;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Small Box;0,59;13-11-2016
4474;31873;08-11-2016;Low;14;2465,5015;2465,5015;0,06;Regular Air;-366,986;205,99;8,99;Shahid Collister;Ontario;Ontario;Home Office;Technology;Telephones and Communication;StarTAC 8000;Small Box;0,6;15-11-2016
4475;31873;08-11-2016;Low;50;8558,4715;8558,4715;0,06;Regular Air;2159,458;205,99;8,99;Shahid Collister;Ontario;Ontario;Home Office;Technology;Telephones and Communication;TimeportP7382;Small Box;0,56;15-11-2016
4476;31873;08-11-2016;Low;42;236,89;236,89;0;Regular Air;-205,29;5,28;6,26;Shahid Collister;Ontario;Ontario;Home Office;Office Supplies;Paper;Xerox 1928;Small Box;0,4;15-11-2016
4477;31874;15-09-2019;High;29;321,95;321,95;0,03;Express Air;-59,24;10,98;3,37;Shahid Shariari;British Columbia;West;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Fiskars® Softgrip Scissors;Small Pack;0,57;15-09-2019
4478;31874;15-09-2019;High;39;13244,04;13244,04;0,05;Delivery Truck;215,93;348,21;84,84;Shahid Shariari;British Columbia;West;Corporate;Furniture;Tables;Bretford CR4500 Series Slim Rectangular Table;Jumbo Box;0,66;15-09-2019
4479;31876;07-05-2018;High;8;741,49;741,49;0,08;Regular Air;-440,18;95,99;35;Brian Moss;Saskachewan;Prarie;Corporate;Office Supplies;Storage & Organization;Safco Industrial Wire Shelving;Large Box;;08-05-2018
4480;31877;29-06-2016;Medium;34;285,06;285,06;0,08;Regular Air;-271,54;8,37;10,16;Duane Huffman;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Westinghouse Clip-On Gooseneck Lamps;Large Box;0,59;29-06-2016
4481;31878;18-12-2018;Medium;14;138,95;138,95;0,04;Regular Air;-70,37;9,27;4,39;Lisa Hazard;Alberta;West;Home Office;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";Wrap Bag;0,38;18-12-2018
4482;31878;18-12-2018;Medium;42;5278,5525;5678,5525;0,01;Regular Air;1347,775;155,99;8,99;Lisa Hazard;Alberta;West;Home Office;Technology;Telephones and Communication;R280;Small Box;0,55;19-12-2018
4483;31907;18-05-2017;Low;38;331,53;331,53;0;Regular Air;-415,97;8,46;3,62;Sanjit Jacobs;Quebec;Quebec;Consumer;Technology;Computer Peripherals;"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";Small Pack;0,61;23-05-2017
4484;31910;29-10-2016;Medium;6;187,6375;187,6375;0,03;Regular Air;-570,025;35,99;5;Craig Molinari;Manitoba;Prarie;Small Business;Technology;Telephones and Communication;Accessory27;Small Box;0,85;30-10-2016
4485;31938;27-07-2018;Medium;13;793,62;1193,62;0,08;Delivery Truck;-364,47;89,99;42;Shahid Shariari;British Columbia;West;Consumer;Furniture;Chairs & Chairmats;Global Leather Task Chair, Black;Jumbo Drum;0,66;28-07-2018
4486;31938;27-07-2018;Medium;47;363,23;363,23;0,05;Regular Air;-19,42;7,59;4;Shahid Shariari;British Columbia;West;Consumer;Furniture;Office Furnishings;Master Giant Foot® Doorstop, Safety Yellow;Wrap Bag;0,42;29-07-2018
4487;31939;25-06-2018;High;13;1106,8375;1506,8375;0,07;Regular Air;-455,009;140,99;4,2;Ashley Jarboe;Yukon;Yukon;Small Business;Technology;Telephones and Communication;7160;Small Box;0,59;27-06-2018
4488;31941;18-03-2016;Medium;32;2564,45;2564,45;0,01;Express Air;570,73;78,65;13,99;Kimberly Carter;British Columbia;West;Small Business;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;Medium Box;0,52;19-03-2016
4489;31941;18-03-2016;Medium;7;53,55;53,55;0,07;Regular Air;-123,5;6,48;9,68;Kimberly Carter;British Columbia;West;Small Business;Office Supplies;Paper;Xerox 1993;Small Box;0,36;20-03-2016
4490;31973;12-05-2018;Not Specified;15;404,54;404,54;0,03;Regular Air;-16,01;26,64;5,3;Richard Bierner;New Brunswick;Atlantic;Small Business;Furniture;Chairs & Chairmats;SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair;Medium Box;;13-05-2018
4491;31973;12-05-2018;Not Specified;16;124,89;124,89;0,07;Regular Air;-191,17;7,28;11,15;Richard Bierner;New Brunswick;Atlantic;Small Business;Office Supplies;Paper;Array® Parchment Paper, Assorted Colors;Small Box;0,37;14-05-2018
4492;32000;13-09-2019;Low;49;162,16;162,16;0,05;Regular Air;-55,05;3,29;1,35;Victoria Wilson;Ontario;Ontario;Home Office;Office Supplies;Rubber Bands;Acco® Hot Clips™ Clips to Go;Wrap Bag;0,4;15-09-2019
4493;32000;13-09-2019;Low;26;15168,82;15168,82;0,02;Delivery Truck;-1156,776;550,98;147,12;Victoria Wilson;Ontario;Ontario;Home Office;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";Jumbo Box;0,8;20-09-2019
4494;32001;28-10-2018;Low;22;494,84;494,84;0,07;Regular Air;145,13;22,23;3,63;Chad McGuire;Quebec;Quebec;Small Business;Furniture;Office Furnishings;"Executive Impressions 14"" Contract Wall Clock";Small Pack;0,52;02-11-2018
4495;32001;28-10-2018;Low;11;3043,21;3443,21;0;Regular Air;414,2;300,98;13,99;Chad McGuire;Quebec;Quebec;Small Business;Technology;Office Machines;Polycom VoiceStation 100;Medium Box;0,39;30-10-2018
4496;32002;20-07-2017;Low;37;1196,2;1196,2;0,03;Regular Air;-453,77;30,98;6,5;Jim Kriz;Ontario;Ontario;Consumer;Technology;Computer Peripherals;Logitech Internet Navigator Keyboard;Small Box;0,79;24-07-2017
4497;32002;20-07-2017;Low;7;98,55;98,55;0,07;Regular Air;-36,84;13,79;8,78;Jim Kriz;Ontario;Ontario;Consumer;Furniture;Office Furnishings;9-3/4 Diameter Round Wall Clock;Small Box;0,43;20-07-2017
4498;32007;05-02-2018;Low;41;14448,75;17448,75;0,06;Delivery Truck;-50,07;417,4;75,23;Tonja Turnell;Alberta;West;Consumer;Furniture;Tables;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;Jumbo Box;0,79;09-02-2018
4499;32036;05-10-2018;Medium;6;338,89;338,89;0,07;Regular Air;-34,24;54,96;10,75;Pauline Chand;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 1940;Small Box;0,36;07-10-2018
4500;32036;05-10-2018;Medium;25;362,52;362,52;0,07;Regular Air;-148,49;14,97;7,51;Pauline Chand;Ontario;Ontario;Corporate;Office Supplies;Storage & Organization;Pizazz® Global Quick File™;Small Box;0,57;06-10-2018
4501;32037;16-02-2016;Low;37;311,66;311,66;0,04;Regular Air;-143,8135;8,6;6,19;Edward Becker;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Avery Printable Repositionable Plastic Tabs;Small Box;0,38;23-02-2016
4502;32037;16-02-2016;Low;15;9862,51;9862,51;0,07;Regular Air;-54,71;699,99;24,49;Edward Becker;Ontario;Ontario;Home Office;Technology;Copiers and Fax;Canon Imageclass D680 Copier / Fax;Large Box;0,54;20-02-2016
4503;32038;17-06-2016;Low;26;342,4;342,4;0;Express Air;-94,06;11,7;6,96;Stuart Van;Quebec;Quebec;Consumer;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;Medium Box;0,5;19-06-2016
4504;32065;02-12-2018;Medium;25;450,28;450,28;0,09;Regular Air;-392,3453;17,98;8,51;Laurel Elliston;Quebec;Quebec;Corporate;Technology;Office Machines;Canon P1-DHIII Palm Printing Calculator;Medium Box;0,4;03-12-2018
4505;32067;12-03-2019;High;27;2853,8835;2853,8835;0,06;Regular Air;112,237;125,99;7,69;Christina Vanderzanden;Ontario;Ontario;Small Business;Technology;Telephones and Communication;Timeport L7089;Small Box;0,58;13-03-2019
4506;32069;19-11-2018;Not Specified;8;700;1100;0,07;Delivery Truck;-620,3114;145,45;17,85;Gene McClure;Quebec;Quebec;Consumer;Technology;Office Machines;Panasonic KX-P1150 Dot Matrix Printer;Jumbo Drum;0,56;19-11-2018
4507;32069;19-11-2018;Not Specified;17;114,94;114,94;0,09;Regular Air;-182,24;6,48;9,68;Gene McClure;Manitoba;Prarie;Consumer;Office Supplies;Paper;Xerox 1993;Small Box;0,36;21-11-2018
4508;32070;17-07-2016;Medium;50;86,7;86,7;0,07;Regular Air;-245,34;1,76;4,86;Patrick Jones;New Brunswick;Atlantic;Home Office;Furniture;Office Furnishings;Regeneration Desk Collection;Small Box;0,41;17-07-2016
4509;32099;05-05-2017;Not Specified;41;506,73;506,73;0,08;Regular Air;-54,42;12,28;6,47;Emily Burns;British Columbia;West;Home Office;Office Supplies;Paper;Xerox 1881;Small Box;0,38;05-05-2017
4510;32100;23-05-2019;Medium;29;1104,28;1104,28;0,08;Regular Air;-20,25;40,98;1,99;Liz Carlisle;Saskachewan;Prarie;Corporate;Technology;Computer Peripherals;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;Small Pack;0,44;25-05-2019
4511;32101;26-12-2016;Low;48;14567,15;14567,15;0,04;Delivery Truck;3739,59;291,73;48,8;Liz MacKendrick;New Brunswick;Atlantic;Corporate;Furniture;Chairs & Chairmats;Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs;Jumbo Drum;0,56;30-12-2016
4512;32102;14-12-2019;Medium;2;19,81;19,81;0,02;Regular Air;-90,39;6,48;6,22;Vivek Sundaresam;Quebec;Quebec;Home Office;Office Supplies;Paper;Xerox 1894;Small Box;0,37;16-12-2019
4513;32129;02-07-2018;Critical;20;129,27;129,27;0,07;Regular Air;-185,15;6,48;8,74;Dave Kipp;British Columbia;West;Consumer;Office Supplies;Paper;Xerox 1984;Small Box;0,36;03-07-2018
4514;32129;02-07-2018;Critical;4;8067,68;8467,68;0,01;Delivery Truck;-4049,051;2036,48;14,7;Dave Kipp;British Columbia;West;Consumer;Technology;Office Machines;Lexmark 4227 Plus Dot Matrix Printer;Jumbo Drum;0,55;04-07-2018
4515;32131;27-12-2017;Critical;34;126,62;126,62;0,03;Regular Air;-35,2;3,78;0,71;David Smith;Ontario;Ontario;Small Business;Office Supplies;Rubber Bands;Staples Bulldog Clip;Wrap Bag;0,39;29-12-2017
4516;32135;25-11-2017;High;37;1575,14;1575,14;0;Regular Air;-219,32;39,98;7,12;Magdelene Morse;Ontario;Ontario;Home Office;Technology;Computer Peripherals;IBM Active Response Keyboard, Black;Small Box;0,67;27-11-2017
4517;32135;25-11-2017;High;16;187,78;187,78;0,08;Regular Air;-401,8196;11,99;5,99;Magdelene Morse;Ontario;Ontario;Home Office;Technology;Office Machines;TI 30X Scientific Calculator;Medium Box;0,36;27-11-2017
4518;32164;02-02-2017;Not Specified;12;77,01;77,01;0,02;Regular Air;-99,04;5,78;4,96;Erica Smith;Alberta;West;Small Business;Office Supplies;Paper;Xerox 1899;Small Box;0,36;03-02-2017
4519;32164;02-02-2017;Not Specified;34;111,83;111,83;0,07;Regular Air;-172,16;3,28;3,97;Erica Smith;Alberta;West;Small Business;Office Supplies;Pens & Art Supplies;Newell 337;Wrap Bag;0,56;03-02-2017
4520;32164;02-02-2017;Not Specified;23;6552,9;6552,9;0,1;Delivery Truck;-521,45;296,18;54,12;Erica Smith;Alberta;West;Small Business;Furniture;Tables;Hon 94000 Series Round Tables;Jumbo Box;0,76;03-02-2017
4521;32165;14-10-2019;Not Specified;47;3413,69;3413,69;0,06;Regular Air;-204,76;73,98;14,52;John Murray;Alberta;West;Small Business;Technology;Computer Peripherals;Keytronic French Keyboard;Small Box;0,65;16-10-2019
4522;32165;14-10-2019;Not Specified;38;2939,6825;2939,6825;0,02;Regular Air;-187,94;85,99;0,99;John Murray;Alberta;West;Small Business;Technology;Telephones and Communication;Accessory4;Wrap Bag;0,85;15-10-2019
4523;32192;18-02-2019;Not Specified;4;159,256;159,256;0,03;Regular Air;-551,171;45,99;2,5;Brooke Gillingham;Alberta;West;Small Business;Technology;Telephones and Communication;T61;Small Box;0,56;18-02-2019
